ticker,sector_group,potential_score,valuation_score,quality_score,growth_score,sentiment_score,fwd_return,fwd_return_net,decile,regime_label
TDOC,healthcare,41.93,0.0,46.02,94.74,27.59,-0.7400348507950337,-0.7475261276332474,5,R2
TDS,industrials,53.62,83.65,65.61,,32.26,-0.3970588235294118,-0.42146436688117767,8,R2
TDUP,consumer_disc,13.07,0.0,3.71,,49.17,-0.8840125391849529,-0.914012539184953,1,R2
TEAM,tech_software,71.92,11.78,92.96,,91.39,-0.653387185606756,-0.6600093548471796,10,R2
TECH,healthcare,47.08,50.0,25.84,57.63,46.61,-0.32857255582734946,-0.33742203414631966,7,R2
TEL,tech_hardware,58.65,43.88,58.34,67.31,69.84,-0.2268013826110078,-0.23307233974289404,9,R2
TELL,energy,9.66,0.0,32.24,14.29,36.25,-0.39610389610389607,-0.4261038961038961,1,R2
TENB,tech_software,54.57,17.8,73.92,61.73,65.62,-0.32939894679498816,-0.34874663182180365,8,R2
TER,industrials,58.79,44.57,93.16,56.52,53.7,-0.41777667123117135,-0.42562875881628487,9,R2
TEVA,healthcare,41.74,87.98,43.3,20.0,35.0,0.37203495630461925,0.3560555446239342,5,R2
TEX,industrials,56.54,75.65,43.84,84.78,44.44,0.05315055315055317,0.029428397404722827,9,R2
TFX,healthcare,32.13,44.09,60.8,,13.6,-0.20599415663975362,-0.21333413353977676,3,R2
TG,industrials,45.98,90.95,26.9,93.06,4.21,0.013761467889908285,-0.016238532110091713,6,R2
TGI,industrials,27.68,37.04,22.15,5.56,87.1,-0.4651915812196439,-0.4951915812196439,3,R2
TGLS,industrials,67.71,67.76,63.84,78.26,100.0,0.18503780342220466,0.15503780342220466,10,R2
TGNA,consumer_disc,73.61,70.0,78.64,,84.38,0.14491882140709555,0.12625041584801572,10,R2
TGT,consumer_staples,64.69,55.79,78.89,61.11,65.52,-0.3120946581513937,-0.3171815446874371,10,R2
TGTX,healthcare,54.64,8.7,30.72,95.34,40.91,-0.36473684210526314,-0.39257677258330276,8,R2
THC,healthcare,75.87,77.92,47.63,,96.55,-0.3591626882115314,-0.3779023575263324,10,R2
THO,consumer_disc,71.59,87.12,63.36,96.55,52.63,-0.10088644997889407,-0.11791465431005503,10,R2
THR,industrials,33.96,36.17,29.89,76.39,29.47,0.2782043709391613,0.24820437093916128,4,R2
THRM,consumer_disc,44.74,35.98,81.34,20.69,73.68,-0.166283084004603,-0.1887061856098366,6,R2
