ticker,valuation_score_sf,quality_score_sf,growth_score_sf,sentiment_score_sf,potential_score_sf,valuation_score_fmp,quality_score_fmp,growth_score_fmp,sentiment_score_fmp,potential_score_fmp,in_sample
LNT,34.5,91.11,24.39,63.27,51.94,34.5,91.11,24.39,63.27,51.94,False
LNTH,82.49,84.21,89.93,65.0,76.55,82.49,84.2,89.55,65.0,76.42,True
LOCO,89.11,48.25,6.46,37.84,29.48,89.11,48.25,6.46,37.84,29.48,False
LOGI,60.83,80.94,35.54,30.43,48.79,60.83,79.97,11.09,30.43,41.23,True
LOPE,,,,,,,,,,,True
LOW,44.99,70.03,20.68,53.95,43.23,44.99,74.75,18.72,53.95,43.49,True
LPG,35.45,100.0,14.46,56.67,43.15,35.45,100.0,16.39,56.67,43.5,False
LPLA,35.48,58.61,,75.68,54.85,35.48,58.61,,75.68,54.85,False
LPX,45.16,59.6,,45.45,46.28,45.16,59.6,,45.45,46.28,False
LQDA,8.0,17.36,24.65,58.45,22.83,8.0,17.36,23.24,58.45,22.07,False
LQDT,39.32,68.42,86.57,71.05,59.45,39.32,66.33,91.04,71.05,60.58,True
LRCX,60.75,77.32,45.66,69.57,60.17,60.75,77.32,54.24,69.57,63.13,True
LRN,,,,,,,,,,,True
LSCC,13.7,83.39,43.71,47.1,43.03,13.7,83.88,44.23,47.1,43.31,True
LSEA,,,,,,,,,,,True
LSI,29.08,57.73,90.41,34.69,55.97,29.08,52.87,92.83,34.69,55.47,True
LSTR,25.04,62.18,10.38,38.46,30.31,25.04,63.46,13.83,38.46,31.67,False
LSXMA,34.09,38.25,48.15,25.81,32.8,34.09,32.88,48.15,25.81,31.48,False
LTC,60.42,81.32,41.8,63.27,56.88,60.42,80.55,40.13,63.27,56.17,False
LTH,43.45,32.99,47.2,89.83,51.35,43.45,33.15,47.74,89.83,51.56,False
LULU,51.6,92.44,86.19,34.21,66.41,51.6,92.44,86.46,34.21,66.51,True
LUMN,55.74,46.63,7.48,100.0,37.76,55.74,42.46,4.7,100.0,35.89,True
LUNR,0.0,5.41,,94.74,18.9,0.0,6.76,,94.74,19.39,False
LUV,,,,,,,,,,,False
LVS,60.1,77.92,100.0,45.16,74.11,60.1,78.99,100.0,45.16,74.38,True
LVWR,6.47,53.45,50.49,55.17,33.35,6.47,6.9,1.92,55.17,7.31,True
LW,49.67,58.04,89.58,27.78,52.43,49.67,58.67,88.11,27.78,52.35,True
LXP,44.43,50.95,36.04,25.85,38.05,44.43,48.83,22.96,25.85,33.49,True
LXRX,19.64,87.6,100.0,42.31,68.39,19.64,87.6,99.3,42.31,68.01,False
LXU,14.17,52.22,34.66,64.44,30.07,14.17,52.22,29.32,64.44,28.8,True
LYB,81.69,65.56,17.48,22.22,46.37,81.69,65.56,16.41,22.22,46.11,False
LYFT,6.68,6.97,71.7,50.85,37.4,6.68,8.62,71.7,50.85,37.72,False
LYTS,67.72,47.43,77.4,60.87,54.21,67.72,47.9,74.03,60.87,53.32,True
LYV,29.04,44.5,81.48,87.1,61.71,29.04,46.65,88.89,87.1,64.85,True
LZ,37.42,46.01,46.69,69.81,39.99,37.42,46.09,45.48,69.81,39.65,False
LZB,48.39,62.16,40.28,81.08,51.49,48.39,63.06,40.85,81.08,51.86,True
M,95.98,33.94,43.55,17.11,42.06,95.98,36.0,42.1,17.11,41.97,False
MA,,,,,,,,,,,False
MAA,17.62,49.5,,71.43,38.7,17.62,47.38,,71.43,37.92,False
MAC,36.65,29.23,34.75,78.91,34.58,36.65,32.23,40.44,78.91,37.09,True
MACQ,,,,,,,,,,,False
MAIN,25.89,94.37,100.0,76.09,76.3,25.89,94.42,90.91,76.09,73.1,False
MAN,,,,,,,,,,,False
MANH,35.72,57.55,64.93,12.04,48.18,35.72,57.76,65.61,12.04,48.56,False
MANT,58.37,18.1,,44.98,37.68,58.37,20.24,,44.98,38.51,False
MAR,24.91,95.32,25.27,49.15,44.36,24.91,72.37,54.99,49.15,50.03,True
MARA,,,,,,,,,,,True
MAS,69.07,86.87,14.48,48.48,52.75,69.07,86.87,14.19,48.48,52.68,False
MASI,11.76,67.87,91.26,93.33,65.97,11.76,44.78,23.3,93.33,38.86,True
MAT,81.05,61.08,26.72,59.32,49.61,81.05,62.91,26.55,59.32,49.91,True
MATW,37.63,13.73,37.62,43.36,22.81,37.63,14.04,37.62,43.36,22.88,False
MATX,78.09,74.68,21.95,46.15,50.29,78.09,72.44,30.57,46.15,52.31,True
MAX,34.6,15.2,96.43,29.41,40.68,34.6,16.24,100.0,29.41,42.2,False
MAXR,13.54,30.91,9.38,22.37,18.37,13.54,31.81,12.5,22.37,19.53,False
MBC,56.45,43.24,11.43,27.03,21.99,56.45,43.24,14.29,27.03,22.98,False
MBUU,32.95,58.21,8.77,45.76,22.89,32.95,60.78,8.06,45.76,23.15,False
MC,29.1,51.83,32.81,39.13,34.46,29.1,51.83,35.06,39.13,35.26,True
MCD,37.49,91.23,37.39,62.16,54.08,37.49,91.23,35.22,62.16,53.33,False
MCF,0.0,34.23,,34.96,22.05,0.0,34.53,,34.96,22.16,False
MCFT,23.45,91.38,5.25,62.07,30.48,23.45,93.1,38.69,62.07,42.36,True
MCHP,15.32,72.99,19.77,65.22,39.7,15.32,72.99,20.69,65.22,40.01,False
MCK,,,,,,,,,,,True
MCO,19.18,79.19,43.42,32.43,44.12,19.18,79.11,42.0,32.43,43.6,False
MCRI,57.27,81.99,38.73,71.19,53.73,57.27,86.02,40.3,71.19,55.07,True
MCW,,,,,,,,,,,False
MCY,,,,,,,,,,,True
MD,92.11,43.79,,100.0,73.4,92.11,45.46,,100.0,73.81,False
MDB,5.04,46.28,83.26,18.98,53.26,5.04,39.78,96.38,18.98,58.61,True
MDC,,,,,,,,,,,False
MDGL,13.47,84.3,,32.77,42.12,13.47,84.3,,32.77,42.12,False
MDLZ,34.58,68.8,72.4,72.22,59.09,34.58,68.81,71.59,72.22,58.94,True
MDP,,,,,,,,,,,False
MDU,,,,,,,,,,,False
MDXG,61.94,84.02,75.98,43.33,55.59,61.94,83.16,77.83,43.33,56.09,True
MEC,87.55,22.92,60.62,17.7,39.56,87.55,24.12,60.33,17.7,39.77,False
MEDP,73.55,63.06,78.35,17.5,56.98,73.55,63.61,79.91,17.5,57.6,True
MELI,29.59,82.33,96.08,81.58,75.34,29.59,67.86,97.06,81.58,72.8,True
META,36.67,87.62,85.71,85.29,72.66,36.67,88.6,89.29,85.29,74.16,True
METC,9.18,66.67,79.04,53.23,39.21,9.18,70.83,79.04,53.23,40.07,True
MGEE,23.61,95.56,26.83,55.1,45.89,23.61,95.56,26.83,55.1,45.89,True
MGLN,56.1,59.94,,46.77,53.44,56.1,63.28,,46.77,54.25,False
MGM,77.68,64.09,64.92,8.47,51.09,77.68,65.89,70.65,8.47,53.42,False
MGNI,48.9,65.34,32.58,82.12,43.63,48.9,64.07,33.03,82.12,43.61,True
MGP,55.09,71.85,,34.69,57.29,55.09,70.91,,34.69,56.94,False
MGPI,54.2,73.26,45.83,1.85,38.66,54.2,73.26,45.73,1.85,38.64,False
MGRC,,,,,,,,,,,False
MGTX,11.13,7.44,68.31,49.22,40.37,11.13,7.44,68.31,49.22,40.37,False
MGY,41.76,80.0,52.29,59.99,53.72,41.76,82.0,49.48,59.99,53.63,False
MHK,66.13,23.42,37.56,51.35,41.33,66.13,21.62,38.48,51.35,41.29,False
MHO,,,,,,,,,,,True
MIDD,56.5,59.5,89.11,69.03,67.55,56.5,60.4,88.12,69.03,67.47,False
MIK,79.16,80.0,,48.03,67.39,79.16,80.0,,48.03,67.39,False
MIR,7.5,16.75,82.64,95.58,46.47,7.5,16.15,80.93,95.58,45.81,False
MIRM,16.54,32.23,83.1,42.85,54.18,16.54,32.23,82.39,42.85,53.8,True
MITK,79.61,80.97,35.29,26.64,37.79,79.61,82.87,35.29,26.64,38.16,False
MKC,100.0,60.12,50.52,77.78,73.04,100.0,60.12,49.9,77.78,72.93,True
MKSI,61.94,61.1,53.42,5.8,44.53,61.94,61.1,31.98,5.8,38.1,True
MKTX,56.25,95.87,,29.73,61.12,56.25,95.87,,29.73,61.12,False
ML,10.74,15.66,,63.32,22.2,10.74,15.66,,63.32,22.2,False
MLAB,38.41,44.89,59.89,52.17,40.33,38.41,44.41,70.97,52.17,43.53,True
MLI,87.66,70.89,91.09,89.38,82.53,87.66,70.29,90.1,89.38,82.09,False
MLKN,32.26,26.58,63.55,16.22,27.86,32.26,26.58,60.49,16.22,26.81,False
MLM,15.38,61.62,60.12,71.21,49.13,15.38,61.62,49.53,71.21,46.61,True
MLNK,41.98,62.24,22.62,16.97,22.53,41.98,63.75,21.27,16.97,22.14,True
MLR,69.16,61.21,88.98,25.86,53.46,69.16,65.52,91.29,25.86,55.11,False
MLTX,8.36,63.67,,43.52,36.24,8.36,64.21,,43.52,36.41,False
MLYS,9.95,59.24,,49.91,36.36,9.95,59.28,,49.91,36.38,False
MMI,,,,,,,,,,,True
MMM,40.41,65.24,10.66,92.04,46.91,40.41,75.15,4.71,92.04,47.6,True
MMP,44.44,71.05,90.0,28.29,53.01,44.44,71.05,86.67,28.29,52.4,False
MMS,57.91,48.56,60.47,18.87,45.59,57.91,47.96,58.14,18.87,44.75,True
MMSI,37.79,48.25,,71.67,50.78,37.79,49.27,,71.67,51.02,False
MNDT,31.99,38.5,,44.98,39.36,31.99,40.6,,44.98,40.18,False
MNDY,15.42,93.53,95.93,77.01,79.46,15.42,93.19,95.02,77.01,78.94,True
MNKD,43.96,28.93,79.58,51.96,53.49,43.96,28.93,78.87,51.96,53.11,True
MNRL,37.88,28.0,,62.58,43.4,37.88,32.0,,62.58,44.42,False
MNRO,36.69,34.91,17.72,18.97,16.43,36.69,36.64,16.46,18.97,16.34,False
MNST,,,,,,,,,,,True
MNTV,1.26,71.06,53.39,44.98,49.1,1.26,72.98,53.39,44.98,49.47,False
MO,,,,,,,,,,,False
MOD,16.31,76.72,69.26,24.14,44.24,16.31,78.45,73.53,24.14,46.06,False
MODG,26.0,47.19,12.7,3.39,12.27,26.0,48.69,12.37,3.39,12.46,False
MODN,17.74,13.37,81.4,33.96,33.33,17.74,12.69,83.72,33.96,33.86,True
MOG-A,63.89,52.73,50.0,36.84,48.1,63.89,52.28,46.88,36.84,47.05,False
MOH,78.95,26.67,78.68,61.29,64.24,78.95,36.67,75.0,61.29,64.57,True
MOMO,60.76,86.4,,79.41,67.19,60.76,86.4,,79.41,67.19,False
MORF,8.75,46.92,2.82,30.7,10.36,8.75,46.99,2.82,30.7,10.37,False
MORN,46.75,36.14,46.9,21.62,37.38,46.75,33.36,50.4,21.62,37.93,True
MOS,,,,,,,,,,,False
MOV,91.79,76.72,95.52,19.74,61.84,91.79,73.92,28.36,19.74,38.11,True
MP,0.0,8.33,5.75,93.55,24.97,0.0,8.33,5.75,93.55,24.97,True
MPC,,,,,,,,,,,False
MPLN,28.92,48.32,4.07,99.27,23.16,28.92,50.47,4.07,99.27,23.58,True
MPLX,51.85,68.42,47.25,80.26,60.64,51.85,68.42,63.24,80.26,63.54,True
MPW,62.24,44.5,,68.71,49.8,62.24,44.12,,68.71,49.66,False
MPWR,54.8,78.93,84.21,68.12,71.28,54.8,78.93,84.65,68.12,71.43,True
MQ,11.55,11.81,1.81,70.44,11.22,11.55,11.03,1.81,70.44,11.07,True
MRC,14.02,36.67,,63.33,26.92,14.02,40.0,,63.33,27.77,False
MRCY,21.31,25.83,10.09,84.06,26.76,21.31,25.36,12.54,84.06,27.38,True
MREO,5.07,30.58,,62.29,32.65,5.07,30.58,,62.29,32.65,False
MRK,71.48,82.88,60.41,12.2,48.03,71.48,82.05,54.52,12.2,45.87,True
MRNA,31.58,15.7,7.75,48.24,17.89,31.58,15.7,8.45,48.24,18.27,True
MRO,56.12,86.0,59.52,69.45,65.06,56.12,86.0,50.0,69.45,63.33,True
MRTN,3.41,47.12,25.94,32.69,19.81,3.41,42.63,12.15,32.69,14.56,True
MRTX,17.79,79.34,26.06,48.98,31.64,17.79,79.34,26.06,48.98,31.64,False
MRUS,10.94,51.07,23.24,42.01,24.78,10.94,48.04,23.94,42.01,24.71,True
MRVI,25.68,11.57,12.68,48.18,11.91,25.68,11.57,12.68,48.18,11.91,False
MSA,,,,,,,,,,,True
MSCI,35.39,93.09,64.19,40.54,59.68,35.39,91.66,57.53,40.54,56.97,True
MSEX,39.64,40.0,,30.61,29.01,39.64,37.78,,30.61,28.11,False
MSFT,41.22,71.13,44.34,65.88,52.98,41.22,71.33,43.89,65.88,52.79,False
MSGE,4.55,28.91,92.59,61.29,46.63,4.55,28.91,96.3,61.29,47.94,False
MSGS,5.05,60.59,70.37,32.26,44.45,5.05,59.51,74.07,32.26,45.49,False
MSI,48.15,82.69,81.01,35.48,63.42,48.15,82.69,81.01,35.48,63.42,True
MSM,,,,,,,,,,,True
MSTR,30.48,47.46,11.76,92.34,34.83,30.48,48.8,10.86,92.34,34.64,False
MTAL,,,,,,,,,,,False
MTCH,69.49,72.06,32.14,52.94,51.44,69.49,73.04,35.71,52.94,52.95,False
MTD,46.31,81.95,30.56,40.83,43.62,46.31,81.94,31.95,40.83,44.1,False
MTDR,82.18,92.0,65.0,25.25,62.89,82.18,94.0,62.19,25.25,62.8,False
MTH,,,,,,,,,,,False
MTN,51.86,64.48,49.06,27.12,45.33,51.86,67.32,47.17,27.12,45.25,False
MTOR,48.52,51.72,,52.59,51.07,48.52,53.45,,52.59,51.59,False
MTRN,42.5,45.83,66.77,20.97,36.04,42.5,45.83,66.77,20.97,36.04,False
MTRX,85.19,20.0,23.08,91.67,51.94,85.19,20.0,26.92,91.67,52.63,False
MTSI,15.66,56.45,70.18,72.46,53.88,15.66,56.45,71.93,72.46,54.48,True
MTSR,,,,,,,,,,,False
MTTR,0.0,4.78,74.26,77.88,32.27,0.0,4.78,72.28,77.88,31.67,False
MTW,,,,,,,,,,,True
MTX,80.3,35.35,40.08,13.64,38.88,80.3,35.35,32.71,13.64,37.13,False
MTZ,24.69,18.94,73.77,80.36,46.22,24.69,18.94,74.46,80.36,46.42,False
MU,59.13,22.44,29.82,71.01,44.06,59.13,22.92,29.82,71.01,44.15,False
MUR,78.27,72.0,,15.48,53.1,78.27,76.0,,15.48,54.13,False
MUSA,68.89,52.69,41.47,29.03,49.21,68.89,52.69,42.01,29.03,49.32,False
MUX,1.96,12.5,100.0,51.61,30.48,1.96,12.5,100.0,51.61,30.48,False
MVST,0.38,5.66,95.05,100.0,39.76,0.38,5.37,95.05,100.0,39.69,False
MWA,54.61,36.07,43.56,85.84,48.89,54.61,37.26,42.57,85.84,48.89,False
MXIM,48.26,92.17,,62.68,67.19,48.26,92.66,,62.68,67.34,False
MXL,0.0,36.04,2.31,11.59,0.91,0.0,36.04,5.04,11.59,1.86,True
MYE,,,,,,,,,,,False
MYGN,0.0,42.5,0.97,0.83,0.0,0.0,42.32,0.97,0.83,0.0,False
MYRG,31.78,44.35,49.34,64.29,41.01,31.78,45.26,50.77,64.29,41.66,False
NABL,40.38,73.2,49.32,11.31,37.48,40.38,75.3,50.23,11.31,38.34,False
NAMS,19.81,47.29,16.9,49.99,19.49,19.81,47.32,16.2,49.99,19.12,True
NANO,66.82,64.72,64.34,1.45,45.26,66.82,63.75,65.57,1.45,45.49,True
NAPA,,,,,,,,,,,False
NARI,0.77,57.98,92.23,94.17,61.65,0.77,58.37,92.23,94.17,61.72,True
NAT,79.51,66.67,75.66,28.85,56.3,79.51,66.03,76.82,28.85,56.49,False
NATH,58.42,92.98,42.42,97.3,63.76,58.42,92.98,40.25,97.3,63.01,False
NATI,32.81,41.51,53.85,44.98,46.65,32.81,43.74,53.85,44.98,47.08,False
NAV,,,,,,,,,,,False
NBIX,42.97,92.56,55.63,31.26,52.29,42.97,92.56,56.34,31.26,52.67,True
NBR,,,,,,,,,,,False
NCLH,72.5,28.96,95.28,42.37,62.12,72.5,29.08,92.45,42.37,61.17,True
NCMI,,,,,,,,,,,True
NCNO,8.96,40.6,60.18,22.35,39.26,8.96,23.61,91.4,22.35,51.68,True
NCR,56.15,5.92,5.88,44.98,14.69,56.15,5.91,5.88,44.98,14.69,False
NDAQ,39.43,60.31,33.61,83.78,50.3,39.43,46.72,37.23,83.78,48.25,True
NDSN,43.84,79.84,41.58,40.71,49.82,43.84,80.15,40.59,40.71,49.6,True
NE,,,,,,,,,,,True
NEE,20.89,15.56,73.17,20.41,31.62,20.89,13.33,73.17,20.41,30.94,True
NEM,68.56,62.5,70.65,69.35,67.09,68.56,62.5,70.65,69.35,67.09,True
NEO,0.0,25.28,58.25,9.17,16.43,0.0,25.08,58.25,9.17,16.4,False
NEOG,19.19,38.17,85.57,3.33,34.82,19.19,38.01,87.11,3.33,35.33,False
NEON,0.0,37.63,3.23,95.65,19.26,0.0,37.63,3.23,95.65,19.26,False
NEP,,,,,,,,,,,True
NESR,91.53,53.33,84.62,18.33,52.74,91.53,60.0,80.77,18.33,53.44,False
NET,0.7,60.36,90.95,95.44,73.7,0.7,59.54,90.05,95.44,73.09,True
NEU,65.74,95.56,74.43,88.89,78.54,65.74,94.44,73.35,88.89,78.05,True
NEWR,6.16,46.09,69.23,44.98,51.21,6.16,44.75,68.78,44.98,50.72,True
NEX,88.36,13.33,100.0,64.17,63.58,88.36,13.33,100.0,64.17,63.58,False
NEXT,0.0,14.97,,90.2,23.24,0.0,14.91,,90.2,23.22,False
NFE,47.45,29.76,,2.04,21.95,47.45,29.76,,2.04,21.95,False
NFG,22.06,18.0,71.43,97.08,48.05,22.06,20.0,71.43,97.08,48.47,False
NFLX,29.8,74.94,62.96,96.77,62.21,29.8,74.94,66.67,96.77,63.52,False
NGD,26.32,100.0,39.13,87.1,57.14,26.32,100.0,39.13,87.1,57.14,False
NGHC,,,,,,,,,,,False
NGL,,,,,,,,,,,False
NGS,8.99,90.0,,66.67,38.58,8.99,90.0,,66.67,38.58,False
NGVC,49.18,46.77,64.29,93.55,50.37,49.18,59.68,65.52,93.55,54.5,True
NGVT,36.76,36.67,20.11,68.89,31.2,36.76,36.67,19.04,68.89,30.94,False
NHI,25.04,76.85,,57.82,47.59,25.04,75.54,,57.82,47.11,False
NI,45.46,82.22,21.95,93.88,56.43,45.46,80.0,21.95,93.88,55.75,False
NIO,7.27,6.03,75.0,20.69,29.79,7.27,6.9,86.54,20.69,33.94,True
NJR,65.05,2.22,2.44,38.78,24.3,65.05,2.22,2.44,38.78,24.3,False
NKE,9.68,74.77,78.16,40.54,53.31,9.68,77.48,77.1,40.54,53.49,True
NKTR,22.76,26.45,32.75,18.21,17.61,22.76,26.45,32.75,18.21,17.61,False
NLSN,63.39,75.44,,33.96,59.37,63.39,74.16,,33.96,58.91,False
NLTX,0.0,7.89,,7.32,0.0,0.0,7.89,,7.32,0.0,False
NLY,85.19,20.75,3.12,52.17,32.69,85.19,20.75,6.06,52.17,33.73,False
NMFC,41.85,51.73,,17.39,33.02,41.85,50.64,,17.39,32.61,False
NMM,62.66,80.13,55.81,21.15,46.75,62.66,80.77,58.14,21.15,47.61,False
NMRK,,,,,,,,,,,False
NN,0.0,4.11,89.29,91.18,40.27,0.0,5.15,92.86,91.18,41.78,False
NNDM,0.0,4.53,90.2,10.71,20.27,0.0,4.53,90.0,10.71,20.21,False
NNN,36.7,68.77,35.39,55.1,45.04,36.7,78.29,45.47,55.1,50.56,True
NNOX,0.0,5.6,62.14,23.33,18.22,0.0,5.36,62.14,23.33,18.18,True
NOC,69.44,72.4,29.46,47.37,53.06,69.44,72.4,34.13,47.37,54.46,False
NOK,75.93,67.6,,67.74,68.41,75.93,68.67,,67.74,68.79,False
NOV,6.08,40.0,,40.0,22.53,6.08,43.33,,40.0,23.39,False
NOVT,15.02,63.56,69.24,17.39,38.99,15.02,63.56,68.87,17.39,38.88,False
NOW,17.98,84.19,78.73,50.73,66.77,17.98,84.58,78.28,50.73,66.62,True
NPCE,0.0,32.44,90.29,95.83,50.53,0.0,32.17,91.26,95.83,50.83,False
NPO,29.99,52.99,,83.19,48.68,29.99,53.59,,83.19,48.9,False
NPTN,5.3,12.23,,62.68,29.58,5.3,12.23,,62.68,29.58,False
NPWR,0.0,5.32,,0.88,0.0,0.0,5.03,,0.88,0.0,False
NR,14.29,16.67,62.71,60.83,26.0,14.29,16.67,25.84,60.83,19.3,True
NRC,64.26,47.8,9.5,21.17,15.56,64.26,50.09,8.6,21.17,15.54,True
NRDS,,,,,,,,,,,False
NRG,,,,,,,,,,,False
NRIX,25.89,46.54,49.3,51.2,37.56,25.89,38.63,49.3,51.2,36.38,True
NRP,,,,,,,,,,,True
NS,,,,,,,,,,,False
NSA,56.98,55.95,42.97,13.61,43.59,56.98,58.44,46.9,13.61,45.43,True
NSC,37.16,70.51,46.83,92.31,58.31,37.16,68.59,39.94,92.31,55.76,True
NSIT,50.82,42.69,39.77,7.25,33.6,50.82,42.68,41.37,7.25,34.08,False
NSP,,,,,,,,,,,False
NSSC,,,,,,,,,,,False
NTAP,71.8,90.88,55.88,15.94,59.28,71.8,95.71,49.11,15.94,58.46,True
NTCT,85.82,68.04,6.33,69.16,32.46,85.82,70.22,6.33,69.16,32.88,False
NTES,75.37,65.35,14.93,86.31,42.59,75.37,65.74,19.0,86.31,44.72,True
NTGR,97.73,30.29,18.27,93.55,46.71,97.73,30.29,8.89,93.55,43.9,True
NTLA,25.67,44.49,34.51,44.35,31.2,25.67,44.26,34.51,44.35,31.17,False
NTNX,16.49,71.92,65.61,73.91,60.56,16.49,73.3,66.06,73.91,61.06,True
NTST,17.85,38.77,94.66,63.95,49.03,17.85,37.5,95.48,63.95,48.96,False
NTUS,38.8,41.87,,53.33,45.15,38.8,42.26,,53.33,45.25,False
NUAN,6.48,47.81,,44.98,36.92,6.48,50.1,,44.98,37.81,False
NUE,,,,,,,,,,,True
NUS,99.0,23.86,10.25,20.34,23.5,99.0,23.89,8.03,20.34,22.74,True
NUTX,95.94,41.83,99.1,99.82,77.75,95.94,43.99,99.1,99.82,78.17,True
NUVB,22.01,4.96,,49.87,20.79,22.01,4.96,,49.87,20.79,False
NUVL,9.63,,,55.63,39.06,9.63,,,55.63,39.06,False
NVAX,66.46,28.1,14.08,53.82,19.56,66.46,28.1,14.08,53.82,19.56,False
NVDA,24.76,97.04,97.14,81.16,75.21,24.76,92.67,97.22,81.16,74.37,True
NVEC,60.1,92.16,34.16,60.14,47.55,60.1,92.65,33.41,60.14,47.39,False
NVEE,43.68,62.95,64.71,42.86,49.58,43.68,46.79,62.0,42.86,44.74,True
NVGS,43.66,44.74,93.33,10.53,37.01,43.66,44.74,90.0,10.53,36.41,False
NVR,,,,,,,,,,,True
NVST,54.4,43.79,22.31,78.33,43.64,54.4,44.46,24.73,78.33,44.58,False
NVT,48.99,57.62,72.67,16.81,49.63,48.99,58.22,72.69,16.81,49.78,False
NVTS,0.0,11.38,98.25,97.1,57.1,0.0,11.38,98.25,97.1,57.1,True
NWE,82.22,35.56,85.37,40.82,60.4,82.22,86.67,48.78,40.82,66.76,True
NWL,23.19,24.49,2.6,70.37,23.83,23.19,24.49,2.58,70.37,23.83,False
NWPX,90.94,60.31,53.36,62.5,56.42,90.94,63.0,53.62,62.5,57.17,True
NWS,26.52,45.16,,64.52,41.86,26.52,41.94,,64.52,40.63,False
NX,48.27,38.38,46.43,25.76,29.9,48.27,38.38,39.29,25.76,28.19,True
NXPI,60.78,73.05,62.03,56.52,61.4,60.78,72.56,61.92,56.52,61.26,True
NXRT,19.35,27.31,,19.73,13.94,19.35,24.87,,19.73,13.04,False
NXST,87.12,84.12,37.04,58.06,59.62,87.12,81.97,37.04,58.06,59.09,True
NYT,,,,,,,,,,,False
O,8.07,37.4,,74.15,31.01,8.07,35.93,,74.15,30.47,False
OC,94.99,72.73,39.09,27.27,57.45,94.99,72.73,69.08,27.27,64.59,True
OCGN,8.54,24.94,57.75,42.7,35.55,8.54,24.76,58.45,42.7,35.91,True
OCUL,12.98,65.29,41.55,47.49,34.33,12.98,65.29,41.55,47.49,34.33,False
ODFL,15.9,80.77,57.14,48.08,49.32,15.9,82.05,57.14,48.08,49.64,False
ODP,65.17,36.11,10.83,6.58,15.8,65.17,38.17,11.81,6.58,16.55,False
OFC,30.73,58.76,,34.69,37.75,30.73,56.34,,34.69,36.86,False
OFIX,8.97,40.53,86.41,25.83,34.96,8.97,40.87,87.38,25.83,35.35,False
OFLX,80.41,94.0,9.9,6.19,38.0,80.41,94.6,10.89,6.19,38.44,False
OGE,11.22,41.93,,75.51,33.74,11.22,42.75,,75.51,34.07,False
OGN,98.62,69.6,16.26,5.83,37.25,98.62,69.53,16.68,5.83,37.38,True
OGS,55.21,24.44,,65.31,42.31,55.21,22.22,,65.31,41.41,False
OHI,25.17,74.24,39.43,82.99,48.47,25.17,76.7,40.81,82.99,49.52,True
OI,,,,,,,,,,,True
OII,22.22,26.67,29.1,31.67,19.86,22.22,33.33,29.1,31.67,21.26,False
OIS,81.48,30.0,53.34,88.33,57.38,81.48,30.0,42.22,88.33,55.36,True
OKTA,30.31,74.0,71.04,63.69,63.68,30.31,53.45,91.86,63.69,70.17,True
OLED,41.32,84.82,,50.72,54.95,41.32,84.82,,50.72,54.95,False
OLLI,5.1,84.95,25.0,58.06,41.71,5.1,84.95,24.14,58.06,41.55,False
OLMA,19.72,,,49.78,32.49,19.72,,,49.78,32.49,False
OLN,56.23,70.0,19.23,11.11,34.18,56.23,68.89,24.6,11.11,35.23,True
OLO,15.55,25.26,81.45,91.97,55.99,15.55,22.47,81.45,91.97,55.45,True
OLP,37.8,75.32,31.8,75.51,40.63,37.8,74.26,31.44,75.51,40.25,False
OLPX,39.29,61.86,6.39,25.0,18.82,39.29,63.92,6.63,25.0,19.31,False
OM,0.0,8.45,16.5,1.67,0.0,0.0,8.18,16.5,1.67,0.0,True
OMC,,,,,,,,,,,False
OMCL,61.72,36.82,3.62,34.67,13.04,61.72,38.74,3.62,34.67,13.41,False
OMI,,,,,,,,,,,False
OMP,87.5,78.95,,28.29,66.01,87.5,78.95,,28.29,66.01,False
ON,58.7,68.45,61.05,34.06,53.65,58.7,67.47,62.21,34.06,53.85,False
ONEM,0.0,10.29,100.0,46.77,47.94,0.0,11.95,100.0,46.77,48.21,False
OOMA,26.92,39.48,79.91,68.57,44.17,26.92,39.48,79.91,68.57,44.17,False
OPCH,37.32,59.6,82.48,83.87,64.74,37.32,62.99,79.17,83.87,64.14,True
OPEN,,,,,,,,,,,False
OPK,1.53,18.24,1.94,69.17,11.44,1.53,18.31,1.86,69.17,11.43,True
ORA,,,,,,,,,,,True
ORBC,,,,,,,,,,,False
ORC,11.22,,,45.58,17.92,11.22,,,45.58,17.92,False
ORCL,25.55,61.95,43.44,84.49,49.03,25.55,64.13,46.61,84.49,51.05,True
ORGO,28.18,33.88,32.75,64.21,30.02,28.18,33.88,32.75,64.21,30.02,True
ORIC,12.81,49.53,,43.57,30.45,12.81,49.73,,43.57,30.51,False
ORLY,18.93,88.36,65.04,78.95,63.25,18.93,89.72,67.28,78.95,64.3,False
ORN,57.15,14.42,33.63,51.79,28.39,57.15,14.42,33.38,51.79,28.32,False
ORTX,16.99,27.27,90.85,48.98,55.84,16.99,27.27,90.14,48.98,55.46,False
OSG,73.72,42.11,83.33,28.29,47.22,73.72,97.37,100.0,28.29,61.86,True
OSH,0.0,6.78,91.67,46.77,44.51,0.0,8.45,91.67,46.77,44.78,False
OSIS,36.79,57.43,74.06,82.61,58.93,36.79,57.43,71.94,82.61,58.29,True
OSK,12.35,56.53,3.12,42.11,24.1,12.35,56.53,3.12,42.11,24.1,False
OSPN,91.85,34.81,24.89,49.09,29.2,91.85,34.6,23.98,49.09,28.7,True
OSTK,82.5,30.67,,48.03,44.65,82.5,30.67,,48.03,44.65,False
